variant,revenue,pre_revenue,page_load_ms,support_ticket
treatment,48.26,23.5,1042.6,0
treatment,35.46,50.33,880.6,0
treatment,87.04,47.69,837.5,0
treatment,48.81,46.5,812.8,0
treatment,43.49,31.7,877.4,0
treatment,66.04,65.41,858.9,0
treatment,38.03,80.91,844.6,0
treatment,62.73,24.01,849.1,1
treatment,14.58,56.97,948.4,0
treatment,36.43,-7.8,1071.5,0
treatment,63.48,56.03,972.3,0
treatment,72.86,10.34,997.1,1
treatment,30.68,34.55,874.1,0
treatment,28.58,20.37,913.6,0
treatment,54.81,40.12,940.0,0
treatment,33.39,59.1,850.9,0
treatment,39.77,10.57,870.1,0
treatment,60.38,37.53,975.1,0
treatment,34.81,34.76,994.4,0
treatment,9.22,72.46,910.5,0
treatment,21.18,51.77,807.0,0
treatment,44.78,22.81,880.8,0
treatment,11.06,35.52,786.8,0
treatment,39.25,72.01,911.2,0
treatment,19.54,56.86,925.9,0
treatment,74.12,27.47,882.8,0
treatment,83.57,39.19,924.8,0
treatment,25.55,39.77,939.2,0
treatment,49.22,34.32,926.1,0
treatment,27.31,13.22,806.5,0
treatment,39.03,31.8,884.2,0
treatment,77.06,69.01,938.6,0
treatment,36.2,37.14,1034.5,1
treatment,39.45,42.14,882.7,0
treatment,27.63,46.53,950.2,0
treatment,65.23,83.93,977.0,0
treatment,-14.14,44.16,888.9,0
treatment,36.63,63.69,999.2,0
treatment,43.77,33.23,1003.6,0
treatment,32.7,39.33,1018.2,1
treatment,60.14,44.23,942.6,1
treatment,66.24,30.07,1098.5,0
treatment,19.18,40.33,854.5,0
treatment,82.28,59.98,1079.2,0
treatment,18.98,29.59,968.0,0
treatment,67.8,44.0,1014.9,0
treatment,47.3,56.76,878.8,0
treatment,35.53,29.16,974.2,0
treatment,37.23,63.72,1022.0,0
treatment,44.0,45.31,815.8,0
treatment,48.35,41.03,891.6,0
treatment,28.04,7.85,729.4,0
treatment,40.39,37.27,890.4,0
treatment,30.73,50.69,838.1,0
