variant,revenue,pre_revenue,page_load_ms,support_ticket
treatment,53.91,52.14,1146.5,0
treatment,26.3,39.77,1301.9,0
treatment,36.78,34.94,1294.8,0
treatment,62.74,55.85,1269.9,0
treatment,65.16,42.09,1205.6,0
treatment,51.68,51.26,1236.6,0
treatment,76.62,53.14,1189.4,1
treatment,59.14,50.26,1075.0,0
treatment,45.8,54.04,1094.0,0
treatment,28.04,28.65,1122.3,0
treatment,75.9,27.55,1313.1,0
treatment,63.87,43.23,1282.3,0
treatment,82.37,43.67,1077.4,0
treatment,89.0,34.6,1185.1,1
treatment,26.84,48.34,1141.8,0
treatment,26.88,60.35,1165.3,0
treatment,-1.54,65.38,1129.1,0
treatment,66.53,69.42,1313.5,0
treatment,61.82,20.33,1178.2,0
treatment,51.76,23.07,1200.5,0
treatment,27.93,38.79,1201.3,0
treatment,48.4,45.45,1082.4,0
treatment,53.32,39.71,1190.3,0
treatment,64.09,34.05,1280.9,0
treatment,54.91,38.52,1319.9,0
treatment,61.95,52.7,1071.0,0
treatment,47.77,20.07,1035.7,0
treatment,71.27,86.18,1185.9,0
treatment,61.37,44.38,1285.4,0
treatment,28.64,62.92,1214.2,0
treatment,75.01,33.56,1244.6,0
treatment,72.06,54.34,1050.8,0
treatment,58.38,45.8,1125.7,0
treatment,55.05,59.42,971.4,0
treatment,79.86,40.42,1166.5,0
treatment,20.6,71.93,974.4,0
treatment,72.34,17.14,1306.6,0
treatment,41.43,61.09,1327.7,0
treatment,69.71,46.14,1193.4,0
treatment,52.17,25.67,1036.3,0
treatment,27.63,79.14,1215.7,0
treatment,41.06,77.28,1356.6,0
treatment,68.39,6.67,1225.2,0
treatment,46.22,47.18,1292.6,0
treatment,38.81,56.7,1133.9,1
treatment,38.69,51.95,1097.2,0
treatment,61.56,71.28,1173.3,0
treatment,81.51,67.54,997.0,1
treatment,11.46,48.77,1395.1,0
treatment,100.41,84.99,1193.3,0
treatment,53.67,60.86,1262.3,0
treatment,60.44,37.67,1136.2,0
treatment,42.15,34.06,1033.4,0
treatment,49.94,66.38,1315.5,0
treatment,53.47,29.73,1073.2,0
treatment,31.12,36.62,1213.1,0
treatment,35.5,39.69,1222.1,0
treatment,71.32,50.4,1187.0,1
treatment,22.06,40.52,1105.5,0
treatment,57.94,20.29,1165.8,0
treatment,43.33,64.92,1089.7,0
treatment,32.71,36.72,1256.9,0
treatment,85.49,80.36,1234.3,0
treatment,32.82,49.47,1178.0,0
treatment,29.66,66.81,1126.0,0
treatment,46.63,55.36,1380.2,0
treatment,36.17,67.67,1056.3,0
treatment,50.11,54.27,1033.3,0
treatment,52.8,48.23,1172.2,0
treatment,54.22,63.68,1155.5,0
treatment,47.77,88.75,1284.3,0
treatment,37.36,39.14,1241.4,0
treatment,61.58,58.31,1182.8,0
treatment,47.99,43.91,1227.5,0
treatment,41.08,53.11,1225.8,0
treatment,76.64,44.76,1379.8,0
treatment,47.82,5.16,1204.1,0
treatment,69.66,40.4,1115.3,0
treatment,72.08,61.99,1198.9,0
treatment,73.18,30.23,931.2,0
treatment,62.44,60.58,1176.9,0
treatment,49.99,47.3,1283.8,0
treatment,48.85,40.55,1237.2,0
treatment,45.61,60.3,1208.4,0
treatment,11.0,56.26,1241.7,0
treatment,62.94,51.57,1284.8,0
treatment,54.4,62.29,1315.4,0
treatment,64.86,47.66,1222.5,0
treatment,47.89,14.4,1150.0,0
